,index,original_title,genres,keywords,cast,crew,spoken_languages,vote_average,vote_count,soup,movie_id,image_url,yor,overview
1496,1493,13 Going on 30,"['Comedy', 'Fantasy', 'Romance']","['newyork', 'photograph', 'editor-in-chief', 'wish', 'childasanadult', 'bestfriendsinlov']","['jennifergarner', 'markruffalo', 'judygreer', 'andyserkis', 'kathybaker']","['garywinick', 'garywinick', 'garywinick']","['English', 'Français']",6.3,1204,newyork photograph editor-in-chief wish childasanadult bestfriendsinlov jennifergarner markruffalo judygreer andyserkis kathybaker garywinick garywinick garywinick Comedy Fantasy Romance,10096,/iNZdSIfhSCMtRILDNyhLn8UKeSG.jpg,2004,"After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. With a little magic, her wish is granted, but it turns out that being thirty isn't as always as awesome as she thought it would be!. For some, 13 feels like it was just yesterday. For Jenna, it was."
1497,1494,The Nut Job,"['Animation', 'Comedy', 'Family', 'Adventure']","['squirrel', '3d']","['willarnett', 'katherineheigl', 'brendanfraser', 'liamneeson', 'stephenlang']","['peterlepeniotis', 'peterlepeniotis', 'peterlepeniotis']",['English'],5.5,319,squirrel 3d willarnett katherineheigl brendanfraser liamneeson stephenlang peterlepeniotis peterlepeniotis peterlepeniotis Animation Comedy Family Adventure,227783,/4iHnGlmOjAj2k5zUftYDIzSITCf.jpg,2014,"Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.. Let's Get Nuts!"
1498,1495,Blow,"['Crime', 'Drama']","['1970s', 'warondrug', 'drugaddict', 'drugtraff', 'drugsmuggl', 'riseandfal']","['johnnydepp', 'penélopecruz', 'ethansuplee', 'rayliotta', 'frankapotente']","['teddemme', 'teddemme', 'teddemme']",['English'],7.4,1317,1970s warondrug drugaddict drugtraff drugsmuggl riseandfal johnnydepp penélopecruz ethansuplee rayliotta frankapotente teddemme teddemme teddemme Crime Drama,4133,/yYZFVfk8aeMP4GxBSU9MTvqs9mJ.jpg,2001,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.. Based on a True Story."
1499,1496,Message in a Bottle,"['Romance', 'Drama']","['sailboat', 'anonymouslett', 'sail', 'lovelett']","['kevincostner', 'robinwright', 'paulnewman', 'johnsavage', 'illeanadouglas']","['luismandoki', 'luismandoki', 'luismandoki']",['English'],5.8,196,sailboat anonymouslett sail lovelett kevincostner robinwright paulnewman johnsavage illeanadouglas luismandoki luismandoki luismandoki Romance Drama,10207,/majQar87QNbrC47qYMcmK1oCohZ.jpg,1999,"A woman finds a romantic letter in a bottle washed ashore and tracks down the author, a widowed shipbuilder whose wife died tragically early. As a deep and mutual attraction blossoms, the man struggles to make peace with his past so that he can move on and find happiness.. A story of love lost and found."
1500,1497,Star Trek V: The Final Frontier,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['feder', 'starfleet', 'ussenterprise-a', 'lossofbroth', 'selfsacrific', 'hostag', 'liberationofhostag', 'romulan', 'klingon', 'vulcan', 'spaceopera']","['williamshatner', 'leonardnimoy', 'deforestkelley', 'jamesdoohan', 'georgetakei']","['williamshatner', 'williamshatner', 'williamshatner']",['English'],5.6,376,feder starfleet ussenterprise-a lossofbroth selfsacrific hostag liberationofhostag romulan klingon vulcan spaceopera williamshatner leonardnimoy deforestkelley jamesdoohan georgetakei williamshatner williamshatner williamshatner Science Fiction Action Adventure Thriller,172,/uiXr41VLYsuug3CZbFrKLSNahuZ.jpg,1989,Capt. Kirk and his crew must deal with Mr. Spock's half brother who kidnaps three diplomats and hijacks the Enterprise in his obsessive search for God.. Adventure and imagination will meet at the final frontier.
1501,1498,Like Mike,"['Comedy', 'Drama', 'Family', 'Fantasy']","['bet', 'lightn', 'sportsteam', 'sport', 'basketbal', 'bulli', 'orphanag', 'teenag']","['shadmoss', 'morrischestnut', 'jonathanlipnicki', 'brendasong', 'jesseplemons']","['johnschultz', 'johnschultz', 'johnschultz']",['English'],5.7,100,bet lightn sportsteam sport basketbal bulli orphanag teenag shadmoss morrischestnut jonathanlipnicki brendasong jesseplemons johnschultz johnschultz johnschultz Comedy Drama Family Fantasy,21972,/ruuj6Yz9Vvyk6MI0ejRmAcnT8V5.jpg,2002,"Calvin and his friends, who all live in an orphanage, find old shoes with the faded letters MJ connected to a powerline. One stormy night, they go to get the shoes when Calvin and the shoes are struck by lightning. Calvin now has unbelievable basketball powers and has the chance to play for the NBA.. Think like Mike, Achieve like Mike, Be Like Mike."
1502,1499,The Naked Gun 33⅓: The Final Insult,"['Comedy', 'Crime']","['undercov', 'spoof']","['leslienielsen', 'priscillapresley', 'georgekennedy', 'o.j.simpson', 'fredward']","['petersegal', 'petersegal', 'petersegal']",['English'],6.3,521,undercov spoof leslienielsen priscillapresley georgekennedy o.j.simpson fredward petersegal petersegal petersegal Comedy Crime,36593,/p0AYsdgkudR9P5fNV5AjzbwQt8W.jpg,1994,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he is to find out what top terrorist, Rocco, has planned for when he escapes. Frank's wife, Jane, is desperate for a baby.. this adds to Frank's problems. A host of celebrities at the Academy awards ceremony are humiliated by Frank as he blunders his way trying to foil Rocco.. A Mad Bomber is on the Loose, and If Anyone Can Stop Him....So Can Frank!"
1503,1500,A View to a Kill,"['Adventure', 'Action', 'Thriller']","['pari', 'londonengland', 'franc', 'england', 'sanfrancisco', 'horserac', 'fire', 'helicopt', 'drugabus', 'terrorist', 'secretident', 'firemen', 'fireengin', 'villain', 'zeppelin', 'earthquak', 'snowboard', 'microchip', 'racehors', 'flood', 'pipelin', 'snow', 'britishsecretservic', 'ski']","['rogermoore', 'christopherwalken', 'tanyaroberts', 'gracejones', 'patrickmacnee']","['johnglen', 'johnglen', 'johnglen']",['English'],6.0,506,pari londonengland franc england sanfrancisco horserac fire helicopt drugabus terrorist secretident firemen fireengin villain zeppelin earthquak snowboard microchip racehors flood pipelin snow britishsecretservic ski rogermoore christopherwalken tanyaroberts gracejones patrickmacnee johnglen johnglen johnglen Adventure Action Thriller,707,/arJF829RP9cYvh0NU70dC5TtXSa.jpg,1985,A newly developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin.. Has James Bond finally met his match?
1504,1501,The Curse of the Were-Rabbit,"['Adventure', 'Animation', 'Comedy', 'Family']","['competit', 'garden', 'stopmot', 'anim', 'contest', 'dog', 'rabbit']","['petersallis', 'helenabonhamcarter', 'ralphfiennes', 'nicholassmith', 'lizsmith']","['nickpark', 'nickpark', 'nickpark']",['English'],6.8,643,competit garden stopmot anim contest dog rabbit petersallis helenabonhamcarter ralphfiennes nicholassmith lizsmith nickpark nickpark nickpark Adventure Animation Comedy Family,533,/cMQ2lNd7sBe6PCf6zF5QxrKzbRG.jpg,2005,"Cheese-loving eccentric Wallace and his cunning canine pal, Gromit, investigate a mystery in Nick Park's animated adventure, in which the lovable inventor and his intrepid pup run a business ridding the town of garden pests. Using only humane methods that turn their home into a halfway house for evicted vermin, the pair stumble upon a mystery involving a voracious vegetarian monster that threatens to ruin the annual veggie-growing contest.. Something bunny is going on..."
1505,1502,P.S. I Love You,"['Drama', 'Romance']","['irland', 'letter', 'dyinganddeath', 'lossofhusband']","['hilaryswank', 'gerardbutler', 'lisakudrow', 'harryconnickjr.', 'ginagershon']","['richardlagravenese', 'richardlagravenese', 'richardlagravenese']",['English'],6.9,977,irland letter dyinganddeath lossofhusband hilaryswank gerardbutler lisakudrow harryconnickjr. ginagershon richardlagravenese richardlagravenese richardlagravenese Drama Romance,6023,/bZlRZKBOR6cC8L35BgGoh4hJ63F.jpg,2007,"A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.. His life ended. Now, a new one will begin."
1506,1503,Racing Stripes,['Comedy'],"['hors', 'identitycrisi', 'farm', 'zebra']","['frankiemuniz', 'mandymoore', 'haydenpanettiere', 'brucegreenwood', 'wendiemalick']","['frederikduchau', 'frederikduchau', 'frederikduchau']",['English'],5.1,123,hors identitycrisi farm zebra frankiemuniz mandymoore haydenpanettiere brucegreenwood wendiemalick frederikduchau frederikduchau frederikduchau Comedy,6439,/epDsuf5oUdzTFYHqV2IRcyy8Rwc.jpg,2005,"Shattered illusions are hard to repair -- especially for a good-hearted zebra named Stripes who's spent his life on a Kentucky farm amidst the sorely mistaken notion that he's a debonair thoroughbred. Once he faces the fact that his stark stripes mark him as different, he decides he'll race anyway. And with help from the young girl who raised him, he just might end up in the winner's circle.. Cheer 'til you're horse!"
1507,1504,Atonement,"['Drama', 'Romance']","['basedonnovel', 'sistersisterrelationship', 'flirt', 'lossofsist', 'newlov', 'worldwarii', 'book', 'innoc', 'author', 'redempt', 'summer']","['keiraknightley', 'jamesmcavoy', 'romolagarai', 'saoirseronan', 'brendablethyn']","['joewright', 'joewright', 'joewright']","['English', 'Français']",7.4,1049,basedonnovel sistersisterrelationship flirt lossofsist newlov worldwarii book innoc author redempt summer keiraknightley jamesmcavoy romolagarai saoirseronan brendablethyn joewright joewright joewright Drama Romance,4347,/hMRIyBjPzxaSXWM06se3OcNjIQa.jpg,2007,"As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.. Torn apart by betrayal. Separated by war. Bound by love."
1508,1505,Letters to Juliet,"['Comedy', 'Drama', 'Romance']","['itali', 'letter', 'romanticcomedi', 'americanabroad', 'quest']","['amandaseyfried', 'christopheregan', 'gaelgarcíabernal', 'vanessaredgrave', 'franconero']","['garywinick', 'garywinick', 'garywinick']","['English', 'Italiano']",6.6,796,itali letter romanticcomedi americanabroad quest amandaseyfried christopheregan gaelgarcíabernal vanessaredgrave franconero garywinick garywinick garywinick Comedy Drama Romance,37056,/749W0FujsqIupUSHDT3rRTvjHSd.jpg,2010,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by a the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.. What if you had a second chance to find true love?"
1509,1506,Black Rain,"['Action', 'Thriller', 'Crime']","['japan', 'yakuza', 'japanesemafia']","['michaeldouglas', 'andygarcía', 'katecapshaw', 'shigerukôyama', 'johnspencer']","['ridleyscott', 'ridleyscott', 'ridleyscott']","['English', '日本語']",6.2,243,japan yakuza japanesemafia michaeldouglas andygarcía katecapshaw shigerukôyama johnspencer ridleyscott ridleyscott ridleyscott Action Thriller Crime,4105,/funhGWt9ee3Uwb6Ar8SGCCvbJdV.jpg,1989,"Two New York cops get involved in a gang war between members of the Yakuza, the Japanese Mafia. They arrest one of their killers and are ordered to escort him back to Japan. In Japan, however, he manages to escape. As they try to track him down, they get deeper and deeper into the Japanese Mafia scene and they have to learn that they can only win by playing the game the Japanese way.. Their country. Their laws. Their game. His rules."
1510,1507,The Three Stooges,['Comedy'],['duringcreditssting'],"['seanhayes', 'willsasso', 'chrisdiamantopoulos', 'janelynch', 'sofíavergara']","['bobbyfarrelly', 'bobbyfarrelly', 'bobbyfarrelly']",['English'],4.9,140,duringcreditssting seanhayes willsasso chrisdiamantopoulos janelynch sofíavergara bobbyfarrelly bobbyfarrelly bobbyfarrelly Comedy,76489,/b0nNQCL90RGTwjxLEFsFFLQZKNe.jpg,2012,"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality TV show.. Just Say Moe."
1511,1508,Corpse Bride,"['Romance', 'Fantasy', 'Animation', 'Music']","['shyness', 'england', 'cheat', 'grave', 'skeleton', 'music', 'marriag', 'weddingr', 'stopmot', 'anim', 'money', 'wed', 'corps', 'parent', 'darkfantasi', 'european', 'ring', 'piano']","['johnnydepp', 'helenabonhamcarter', 'emilywatson', 'traceyullman', 'paulwhitehouse']","['timburton', 'timburton', 'timburton']",['English'],7.2,1894,shyness england cheat grave skeleton music marriag weddingr stopmot anim money wed corps parent darkfantasi european ring piano johnnydepp helenabonhamcarter emilywatson traceyullman paulwhitehouse timburton timburton timburton Romance Fantasy Animation Music,3933,/isb2Qow76GpqYmsSyfdMfsYAjts.jpg,2005,"Set in a 19th-century european village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.. There's been a grave misunderstanding."
1512,1509,Glory Road,['Drama'],"['basketbal', 'racialsegreg', 'teachersandstud']","['joshlucas', 'derekluke', 'jonvoight', 'austinnichols', 'evanjones']","['jamesgartner', 'jamesgartner', 'jamesgartner']",['English'],7.2,144,basketbal racialsegreg teachersandstud joshlucas derekluke jonvoight austinnichols evanjones jamesgartner jamesgartner jamesgartner Drama,9918,/bGRSV5tStxDNPRLCewnOeeiZzrY.jpg,2006,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.. The incredible story of the team that changed the game forever."
1513,1510,Sicario,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['mexico', 'cia', 'smoke', 'texa', 'fbi', 'murder', 'dirtycop', 'soccer', 'drug', 'fbiag', 'nightvis', 'deathofdaught', 'tunnel', 'moraldilemma', 'deathofwif']","['emilyblunt', 'beniciodeltoro', 'joshbrolin', 'victorgarber', 'jonbernthal']","['denisvilleneuve', 'denisvilleneuve', 'denisvilleneuve']","['Español', 'English']",7.2,2416,mexico cia smoke texa fbi murder dirtycop soccer drug fbiag nightvis deathofdaught tunnel moraldilemma deathofwif emilyblunt beniciodeltoro joshbrolin victorgarber jonbernthal denisvilleneuve denisvilleneuve denisvilleneuve Action Crime Drama Mystery Thriller,273481,/lz8vNyXeidqqOdJW9ZjnDAMb5Vr.jpg,2015,"A young female FBI agent joins a secret CIA operation to take down a Mexican cartel boss, a job that ends up pushing her ethical and moral values to the limit.. The border is just another line to cross."
1514,1511,Southpaw,"['Action', 'Drama']",['sport'],"['jakegyllenhaal', 'rachelmcadams', 'forestwhitaker', 'oonalaurence', '50cent']","['antoinefuqua', 'antoinefuqua', 'antoinefuqua']",['English'],7.3,2067,sport jakegyllenhaal rachelmcadams forestwhitaker oonalaurence 50cent antoinefuqua antoinefuqua antoinefuqua Action Drama,307081,/kSQ49Fi3NVTqGGXILmxV2T2pdkG.jpg,2015,"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.. Believe in Hope."
1515,1512,Drag Me to Hell,"['Horror', 'Thriller']","['gypsi', 'work', 'gore', 'curs', 'psychologist', 'psychic', 'evil', 'gypsi']","['alisonlohman', 'justinlong', 'lornaraver', 'dileeprao', 'davidpaymer']","['samraimi', 'samraimi', 'samraimi']","['English', 'Español']",6.2,966,gypsi work gore curs psychologist psychic evil gypsi alisonlohman justinlong lornaraver dileeprao davidpaymer samraimi samraimi samraimi Horror Thriller,16871,/fdyejM5Zd6dsa0YyWa02ZAKwQzK.jpg,2009,"After denying a woman the extension she needs to keep her home, loan officer Christine Brown sees her once-promising life take a startling turn for the worse. Christine is convinced she's been cursed by a Gypsy, but her boyfriend is skeptical. Her only hope seems to lie in a psychic who claims he can help her lift the curse and keep her soul from being dragged straight to hell.. Christine Brown has a good job, a great boyfriend, and a bright future. But in three days, she's going to hell."
1516,1513,The Age of Adaline,"['Fantasy', 'Drama', 'Romance']","['sanfrancisco', 'immort', 'love']","['blakelively', 'michielhuisman', 'harrisonford', 'ellenburstyn', 'kathybaker']","['leetolandkrieger', 'leetolandkrieger', 'leetolandkrieger']",['English'],7.4,1990,sanfrancisco immort love blakelively michielhuisman harrisonford ellenburstyn kathybaker leetolandkrieger leetolandkrieger leetolandkrieger Fantasy Drama Romance,293863,/MbILysGhjAbnZi1Okae9wYqLMx.jpg,2015,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.. Love is timeless."
1517,1514,Step Up 3D,"['Drama', 'Romance']","['music', 'duringcreditssting', '3d']","['rickmalambri', 'adamg.sevani', 'joeslaughter', 'sharnivinson', 'alysonstoner']","['jonm.chu', 'jonm.chu', 'jonm.chu']",['English'],6.6,582,music duringcreditssting 3d rickmalambri adamg.sevani joeslaughter sharnivinson alysonstoner jonm.chu jonm.chu jonm.chu Drama Romance,41233,/rPcqa5TZ7S63RNmCuY45ZizFBen.jpg,2010,"A tight-knit group of New York City street dancers, including Luke and Natalie, team up with NYU freshman Moose, and find themselves pitted against the world's best hip hop dancers in a high-stakes showdown that will change their lives forever.. Two Worlds. One Dream."
1518,1515,Blue Crush,['Adventure'],"['sea', 'surfer', 'hawaii', 'sport', 'job', 'americanfootballplay', 'prettywoman']","['katebosworth', 'matthewdavis', 'michellerodriguez', 'sanoelake', 'mikaboorem']","['johnstockwell', 'johnstockwell', 'johnstockwell']",['English'],5.6,159,sea surfer hawaii sport job americanfootballplay prettywoman katebosworth matthewdavis michellerodriguez sanoelake mikaboorem johnstockwell johnstockwell johnstockwell Adventure,9266,/iZSw0JVG0cIFuZoTHuQU3nmGT4k.jpg,2002,"Nothing gets between Anne Marie and her board. Living in a beach shack with three roommates, she is up before dawn every morning to conquer the waves and count the days until the Pipe Masters competition. Having transplanted herself to Hawaii with no one's blessing but her own, Anne Marie finds all she needs in the adrenaline-charged surf scene - until pro quarterback Matt Tollman comes along.... Three Friends, One Passion, No Limits."
1519,1516,Stranger Than Fiction,"['Comedy', 'Drama', 'Fantasy', 'Romance']","['professor', 'literatur', 'love', 'romanticcomedi', 'author', 'fate', 'death', 'die']","['willferrell', 'maggiegyllenhaal', 'dustinhoffman', 'emmathompson', 'queenlatifah']","['marcforster', 'marcforster', 'marcforster']",['English'],7.1,721,professor literatur love romanticcomedi author fate death die willferrell maggiegyllenhaal dustinhoffman emmathompson queenlatifah marcforster marcforster marcforster Comedy Drama Fantasy Romance,1262,/nCzcepubwShvZ4vbCsygQNgF2Z1.jpg,2006,"Everybody knows that your life is a story. But what if a story was your life? Harold Crick is your average IRS agent: monotonous, boring, and repetitive. But one day this all changes when Harold begins to hear an author inside his head narrating his life. But when the narration reveals he is going to die, Harold must find the author and convince them to change the ending.. Harold Crick isn't ready to go. Period."
1520,1517,30 Days of Night,"['Horror', 'Thriller']","['sunris', 'winter', 'vampir', 'marriagecrisi', 'alaska', 'basedongraphicnovel', 'blizzard']","['joshhartnett', 'melissageorge', 'benfoster', 'dannyhuston', 'markboonejunior']","['davidslade', 'davidslade', 'davidslade']",['English'],6.2,767,sunris winter vampir marriagecrisi alaska basedongraphicnovel blizzard joshhartnett melissageorge benfoster dannyhuston markboonejunior davidslade davidslade davidslade Horror Thriller,4513,/7LwSrvFA0gz1KAlcrGcinoQPene.jpg,2007,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.. They're Coming!"
1521,1518,The Cabin in the Woods,"['Horror', 'Thriller']","['cabin', 'plottwist', 'cabininthewood', 'filmedkil', 'youngadult']","['kristenconnolly', 'chrishemsworth', 'annahutchison', 'frankranz', 'jessewilliams']","['drewgoddard', 'drewgoddard', 'drewgoddard']","['English', '日本語']",6.5,2263,cabin plottwist cabininthewood filmedkil youngadult kristenconnolly chrishemsworth annahutchison frankranz jessewilliams drewgoddard drewgoddard drewgoddard Horror Thriller,22970,/kjDXrK3ReIwuDrpWElI5OQkKYTA.jpg,2012,"Five college friends spend the weekend at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods.. If you hear a strange sound outside... have sex"
1522,1519,Meet the Spartans,['Comedy'],"['fight', 'queen', 'penguin', 'blackhol', 'men', 'armi', 's.a.t.', 'aftercreditssting', 'duringcreditssting']","['seanmaguire', 'carmenelectra', 'kendavitian', 'kevinsorbo', 'diedrichbader']","['jasonfriedberg', 'jasonfriedberg', 'jasonfriedberg']",['English'],3.7,359,fight queen penguin blackhol men armi s.a.t. aftercreditssting duringcreditssting seanmaguire carmenelectra kendavitian kevinsorbo diedrichbader jasonfriedberg jasonfriedberg jasonfriedberg Comedy,7278,/DWQOjAPvM8Kk1Qp3Xq0zae0Z6w.jpg,2008,"From the creators of Scary Movie and Date Movie comes this tongue-in-cheek parody of the sword-and-sandal epics, dubbed Meet the Spartans. The 20th Century Fox production was written and directed by the filmmaking team of Jason Friedberg and Aaron Seltzer. Sure, Leonidas may have nothing more than a cape and some leather underwear to protect him from the razor-sharp swords of his Persian enemies,. The Bigger the Hit, The Harder They Fall"
1523,1520,Midnight Run,"['Adventure', 'Comedy', 'Crime']","['crookedlawy', 'bailjump', 'manhattan,newyorkc']","['robertdeniro', 'charlesgrodin', 'yaphetkotto', 'johnashton', 'dennisfarina']","['martinbrest', 'martinbrest', 'martinbrest']","['Český', 'English']",7.2,238,"crookedlawy bailjump manhattan,newyorkc robertdeniro charlesgrodin yaphetkotto johnashton dennisfarina martinbrest martinbrest martinbrest Adventure Comedy Crime",9013,/avLXoDhPPbKgdOU7wsoVlOzYfUP.jpg,1988,"An accountant embezzles $15 million of mob money, jumps bail and is chased by bounty hunters, the FBI, and the Mafia.. This could be the beginning of a beautiful friendship."
1524,1521,The Running Man,"['Action', 'Science Fiction']","['prison', 'chase', 'huntinghumanb', 'gameshow', 'dystopia', 'dystopicfutur']","['arnoldschwarzenegger', 'richarddawson', 'maríaconchitaalonso', 'yaphetkotto', 'jimbrown']","['paulmichaelglaser', 'paulmichaelglaser', 'paulmichaelglaser']",['English'],6.4,703,prison chase huntinghumanb gameshow dystopia dystopicfutur arnoldschwarzenegger richarddawson maríaconchitaalonso yaphetkotto jimbrown paulmichaelglaser paulmichaelglaser paulmichaelglaser Action Science Fiction,865,/GTAUOhO4BN0peJVvxGEQydJvUO.jpg,1987,"By 2017, the global economy has collapsed and American society has become a totalitarian police state, censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style The Running Man, hosted by the ruthless Damon Killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free.. A game nobody survives. But Schwarzenegger has yet to play."
1525,1522,Little Shop of Horrors,"['Horror', 'Comedy', 'Music']","['flower', 'solareclips', 'florist', 'assist', 'plant', 'success', 'aggressionbypl', 'investig', 'nerd', 'blond', 'carnivorouspl', 'remak', 'crush', 'basedonplay', 'motorcycl', 'eclips', 'dentist', 'bum', 'basedonstagemus', 'basedonfilm', 'cultclass']","['rickmoranis', 'ellengreene', 'vincentgardenia', 'stevemartin', 'tishacampbell-martin']","['frankoz', 'frankoz', 'frankoz']",['English'],6.6,384,flower solareclips florist assist plant success aggressionbypl investig nerd blond carnivorouspl remak crush basedonplay motorcycl eclips dentist bum basedonstagemus basedonfilm cultclass rickmoranis ellengreene vincentgardenia stevemartin tishacampbell-martin frankoz frankoz frankoz Horror Comedy Music,10776,/iKkbN17OmFosaW6asCNZTTsyvpu.jpg,1986,"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day as Seymour is seeking a new mysterious plant, he finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.. Don't feed the plants."
1526,1523,Hanna,"['Action', 'Thriller', 'Adventure']","['assassin', 'selfsacrific', 'stripclub', 'secretag', 'train', 'british', 'roadtrip', 'teenagegirl', 'pistol', 'duringcreditssting']","['saoirseronan', 'ericbana', 'vickykrieps', 'cateblanchett', 'tomhollander']","['joewright', 'joewright', 'joewright']","['English', 'Français']",6.5,1263,assassin selfsacrific stripclub secretag train british roadtrip teenagegirl pistol duringcreditssting saoirseronan ericbana vickykrieps cateblanchett tomhollander joewright joewright joewright Action Thriller Adventure,50456,/gRvxRMtejJa9jjfDDUibUIfIJbP.jpg,2011,"A 16-year-old girl raised by her father to be the perfect assassin is dispatched on a mission across Europe. Tracked by a ruthless operatives, she faces startling revelations about her existence and questions about her humanity.. Adapt or die."
1527,1524,Mortal Kombat: Annihilation,"['Action', 'Fantasy', 'Science Fiction']","['martialart', 'tournament', 'battl', 'fight', 'basedonvideogam', 'handtohandcombat']","['robinshou', 'talisasoto', 'jamesremar', 'sandrahess', ""lynn'red'williams""]","['johnr.leonetti', 'johnr.leonetti', 'johnr.leonetti']",['English'],3.8,221,martialart tournament battl fight basedonvideogam handtohandcombat robinshou talisasoto jamesremar sandrahess lynn'red'williams johnr.leonetti johnr.leonetti johnr.leonetti Action Fantasy Science Fiction,9823,/ttryglcY2osWZE3sRYBf3ewTZsW.jpg,1997,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth. Sequel to the film ""Mortal Kombat,"" and based on the popular video game.. The world was created in six days, so too shall it be destroyed and on the seventh day mankind will rest... in peace"
1528,1525,Larry Crowne,"['Comedy', 'Romance', 'Drama']","['classroom', 'colleg', 'teacher', 'diner', 'lossofjob', 'econom', 'cellphon', 'scooter']","['tomhanks', 'juliaroberts', 'bryancranston', 'cedrictheentertainer', 'pamgrier']","['tomhanks', 'tomhanks', 'tomhanks']",['English'],5.7,359,classroom colleg teacher diner lossofjob econom cellphon scooter tomhanks juliaroberts bryancranston cedrictheentertainer pamgrier tomhanks tomhanks tomhanks Comedy Romance Drama,59861,/8GDM7RqM6J1vNUdlU94rmtlNa3e.jpg,2011,"After losing his job, a middle-aged man reinvents himself by going back to college.. Rediscover life and love"
1529,1526,Carrie,"['Drama', 'Horror']","['terror', 'basedonnovel', 'power', 'telekinesi', 'highschool', 'remak', 'reveng', 'murder', 'prank', 'prom', 'teenag', 'explos', 'violenc', 'religi', 'humili', 'womandirector']","['chloëgracemoretz', 'juliannemoore', 'judygreer', 'alexrussell', 'portiadoubleday']","['kimberlypeirce', 'kimberlypeirce', 'kimberlypeirce']",['English'],5.8,1463,terror basedonnovel power telekinesi highschool remak reveng murder prank prom teenag explos violenc religi humili womandirector chloëgracemoretz juliannemoore judygreer alexrussell portiadoubleday kimberlypeirce kimberlypeirce kimberlypeirce Drama Horror,133805,/kloXz9qwO23z9Kbt3z3MgnjF4xO.jpg,2013,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.. Know her name. Fear her power."
1530,1527,Take the Lead,['Music'],"['dancingmast', 'danc', 'music', 'womandirector']","['antoniobanderas', 'robbrown', 'yayadacosta', 'alfrewoodard', 'johnortiz']","['lizfriedlander', 'lizfriedlander', 'lizfriedlander']",['English'],6.6,162,dancingmast danc music womandirector antoniobanderas robbrown yayadacosta alfrewoodard johnortiz lizfriedlander lizfriedlander lizfriedlander Music,12763,/vkGSs0eeOOISEe9jddBZnRSkn46.jpg,2006,"A former professional dancer volunteers to teach dance in the New York public school system and, while his background first clashes with his students' tastes, together they create a completely new style of dance. Based on the story of ballroom dancer, Pierre Dulane.. Never Follow"
